date,production_kwh,consumption_kwh,autoconsumption_kwh,surplus_kwh,deficit_kwh,autoconsumption_rate,autoproduction_rate
2024-12-13,263.0055627058564,1107.8943965479027,263.0055627058564,0.0,844.8888338420463,1.0,0.23739226728229476
2024-12-14,287.3473378052336,1159.4645239326208,287.3473378052336,0.0,872.1171861273872,1.0,0.24782762376430592
2024-12-15,317.43777955535194,1138.9002241187736,317.43777955535194,0.0,821.4624445634217,1.0,0.2787230811206224
2024-12-16,270.7115749704125,1124.6931873048827,270.7115749704125,0.0,853.9816123344701,1.0,0.24069815486223606
2024-12-17,299.6288908772352,1133.8230708325082,299.6288908772352,0.0,834.194179955273,1.0,0.2642642389144834
2024-12-18,246.87598078445632,1153.6238474851264,246.87598078445632,0.0,906.7478667006701,1.0,0.21400041384602123
2024-12-19,212.73991522475504,1194.3786371894153,212.73991522475504,0.0,981.6387219646602,1.0,0.17811764929534388
2024-12-20,245.1196700541969,1159.9538699463549,245.1196700541969,0.0,914.834199892158,1.0,0.2113184639536856
2024-12-21,310.6894821037288,1184.9097125525852,310.6894821037288,0.0,874.2202304488565,1.0,0.26220519488731986
2024-12-22,320.7481764387364,1177.4307085038167,320.7481764387364,0.0,856.6825320650803,1.0,0.27241363260035667
2024-12-23,335.471266625889,1196.2535356065382,335.471266625889,0.0,860.7822689806492,1.0,0.280434921729025
2024-12-24,191.7948722780985,1149.129348734163,191.7948722780985,0.0,957.3344764560644,1.0,0.1669045112191873
2024-12-25,258.2037130395069,1149.7526658929892,258.2037130395069,0.0,891.5489528534822,1.0,0.22457326753747112
2024-12-26,271.6913141402248,1173.2619070775954,271.6913141402248,0.0,901.5705929373706,1.0,0.23156919397218279
2024-12-27,283.3772229028793,1174.3695346005193,283.3772229028793,0.0,890.9923116976399,1.0,0.24130157889294584
2024-12-28,313.9311234893163,1154.2428385112075,313.9311234893163,0.0,840.3117150218912,1.0,0.271980135388354
2024-12-29,269.0064824822945,1231.0459656140445,269.0064824822945,0.0,962.03948313175,1.0,0.2185186337442033
2024-12-30,220.83041422941616,1154.730328776048,220.83041422941616,0.0,933.8999145466319,1.0,0.19123981480895588
2024-12-31,252.3760837918291,1206.0001240626675,252.3760837918291,0.0,953.6240402708383,1.0,0.2092670462932016
2025-01-01,181.8382259568417,1181.8913253142575,181.8382259568417,0.0,1000.0530993574158,1.0,0.15385359217226852
2025-01-02,205.4356960355757,1161.521078689465,205.4356960355757,0.0,956.0853826538893,1.0,0.17686781566406626
2025-01-03,210.23751763537857,1154.7458639210645,210.23751763537857,0.0,944.5083462856859,1.0,0.18206388453429426
2025-01-04,161.84930579309864,1213.8251430241824,161.84930579309864,0.0,1051.9758372310837,1.0,0.1333382379852995
2025-01-05,32.06872390845038,1210.9377601251033,32.06872390845038,0.0,1178.8690362166528,1.0,0.02648255340979484
2025-01-06,211.35749709378845,1188.4117330778251,211.35749709378845,0.0,977.0542359840367,1.0,0.17784871287529383
2025-01-07,227.65907632047694,1171.9917495877564,227.65907632047694,0.0,944.3326732672795,1.0,0.19424972607576388
2025-01-08,195.69990506289284,1250.0979841585604,195.69990506289284,0.0,1054.3980790956675,1.0,0.15654765269829488
2025-01-09,236.50000967396693,1220.62577431309,236.50000967396693,0.0,984.1257646391231,1.0,0.19375308522143722
2025-01-10,212.81021620918636,1151.5013119125458,212.81021620918636,0.0,938.6910957033595,1.0,0.18481109314215777
2025-01-11,111.88229695242686,1175.469534621984,111.88229695242686,0.0,1063.587237669557,1.0,0.09518094145111705
2025-01-12,189.1341914857115,1211.1337315422973,189.1341914857115,0.0,1021.9995400565857,1.0,0.15616292946020244
2025-01-13,215.75679003718557,1213.7349423525638,215.75679003718557,0.0,997.9781523153783,1.0,0.17776269143161313
2025-01-14,248.9834619454923,1191.4000924613495,248.9834619454923,0.0,942.4166305158572,1.0,0.20898392028081
2025-01-15,227.1021805785913,1173.1227038291834,227.1021805785913,0.0,946.0205232505921,1.0,0.1935877464798084
2025-01-16,279.636945741866,1220.685463352606,279.636945741866,0.0,941.04851761074,1.0,0.22908190040524007
2025-01-17,192.19296123899807,1219.7170439439917,192.19296123899807,0.0,1027.5240827049936,1.0,0.1575717599366623
2025-01-18,299.0386791212324,1203.3999140288115,299.0386791212324,0.0,904.361234907579,1.0,0.24849484833357974
2025-01-19,226.84217685687992,1176.618610017947,226.84217685687992,0.0,949.7764331610672,1.0,0.19279159357629053
2025-01-20,137.1521866818905,1198.0754759648926,137.1521866818905,0.0,1060.923289283002,1.0,0.1144770838176388
2025-01-21,246.44085740423824,1174.3805712808019,246.44085740423824,0.0,927.9397138765636,1.0,0.20984752594762798
2025-01-22,162.39242999782564,1211.090681777514,162.39242999782564,0.0,1048.6982517796882,1.0,0.13408775448547156
2025-01-23,166.06894458597571,1195.8970369866752,166.06894458597571,0.0,1029.8280924006995,1.0,0.13886558746263208
2025-01-24,282.9446896075724,1169.266458381178,282.9446896075724,0.0,886.3217687736055,1.0,0.2419847824928654
2025-01-25,209.9751079196091,1196.2435830129207,209.9751079196091,0.0,986.2684750933116,1.0,0.17552872249542603
2025-01-26,206.87545186549983,1185.5147517093103,206.87545186549983,0.0,978.6392998438105,1.0,0.17450263825669032
2025-01-27,222.90539081212398,1129.3483401576561,222.90539081212398,0.0,906.4429493455322,1.0,0.19737523214582894
2025-01-28,231.61216948267023,1178.9486373058212,231.61216948267023,0.0,947.336467823151,1.0,0.19645653945701932
2025-01-29,205.3638467803235,1175.2238731459377,205.3638467803235,0.0,969.8600263656142,1.0,0.17474444782217396
2025-01-30,286.11843003699596,1170.094709856462,286.11843003699596,0.0,883.9762798194661,1.0,0.24452587267238796
2025-01-31,258.627633866844,1169.8640090231333,258.627633866844,0.0,911.2363751562893,1.0,0.22107495561198157
2025-02-01,247.70996406612238,1161.915846271901,247.70996406612238,0.0,914.2058822057786,1.0,0.2131909680558359
2025-02-02,235.57415189138044,1166.007306768326,235.57415189138044,0.0,930.4331548769457,1.0,0.20203488479355358
2025-02-03,195.71142385119848,1200.2184186974812,195.71142385119848,0.0,1004.5069948462827,1.0,0.16306317317108943
2025-02-04,307.9503384836391,1199.8946990627287,307.9503384836391,0.0,891.9443605790896,1.0,0.2566478031148797
2025-02-05,278.2092443954525,1233.3769994964498,278.2092443954525,0.0,955.1677551009973,1.0,0.22556707682163432
2025-02-06,222.22629901003017,1189.2461532069071,222.22629901003017,0.0,967.019854196877,1.0,0.18686316403948616
2025-02-07,339.81882377377826,1176.8020678011528,339.81882377377826,0.0,836.9832440273746,1.0,0.28876463856723805
2025-02-08,324.594989179173,1120.2456987140847,324.594989179173,0.0,795.6507095349117,1.0,0.2897533903069401
2025-02-09,383.0766906287455,1178.1070483528028,383.0766906287455,0.0,795.0303577240574,1.0,0.32516288835072577
2025-02-10,423.3070384847683,1169.8168085539482,423.3070384847683,0.0,746.5097700691799,1.0,0.361857545035648
2025-02-11,337.5944438852948,1141.0593109505862,337.5944438852948,0.0,803.4648670652914,1.0,0.29586055750603696
2025-02-12,349.60624458081816,1112.1167431533759,349.60624458081816,0.0,762.5104985725577,1.0,0.31436110168570924
2025-02-13,347.5299891408124,1146.8660530562681,347.5299891408124,0.0,799.3360639154557,1.0,0.3030257877235832
2025-02-14,311.2841964170458,1153.1530150985998,311.2841964170458,0.0,841.868818681554,1.0,0.2699417963976182
2025-02-15,374.453149532476,1055.3844390223042,374.453149532476,0.0,680.9312894898281,1.0,0.35480260622315507
2025-02-16,386.7432461039375,1160.4717068903035,386.7432461039375,0.0,773.728460786366,1.0,0.3332638303955612
2025-02-17,380.7033827644815,1129.843363330993,380.7033827644815,0.0,749.1399805665116,1.0,0.33695235562750536
2025-02-18,386.99055832798865,1099.809141713076,386.99055832798865,0.0,712.8185833850874,1.0,0.35187065068872536
2025-02-19,427.8460919720993,1097.9389441216174,427.8460919720993,0.0,670.0928521495181,1.0,0.38968113323859593
2025-02-20,416.3171745948517,1059.886392862209,416.3171745948517,0.0,643.5692182673574,1.0,0.3927941498244852
2025-02-21,424.19670984375153,1113.9262453766007,424.19670984375153,0.0,689.7295355328492,1.0,0.3808122051207595
2025-02-22,392.62263411851626,1069.9917092332755,392.62263411851626,0.0,677.3690751147592,1.0,0.3669398844219625
2025-02-23,417.29979350696306,1102.5614765064076,417.29979350696306,0.0,685.2616829994446,1.0,0.378482109523022
2025-02-24,392.2770543810595,1074.203719348938,392.2770543810595,0.0,681.9266649678784,1.0,0.36517938573031
2025-02-25,447.9520590320593,1039.3759518083114,447.9520590320593,0.0,591.423892776252,1.0,0.430981742701195
2025-02-26,430.8309007175182,1109.6963457694685,430.8309007175182,0.0,678.8654450519502,1.0,0.38824215503636544
2025-02-27,451.42645704501336,1054.5835450144511,451.42645704501336,0.0,603.1570879694377,1.0,0.4280613510225284
2025-02-28,433.8322219608886,1051.2422854208676,433.8322219608886,0.0,617.410063459979,1.0,0.4126852848077765
2025-03-01,462.97080052223845,1089.1081883566162,462.97080052223845,0.0,626.1373878343777,1.0,0.42509165340206206
2025-03-02,478.131318431011,1024.6333077191282,478.131318431011,0.0,546.5019892881172,1.0,0.4666365175023922
2025-03-03,597.0905224673072,1025.0485158420413,597.0905224673072,0.0,427.9579933747341,1.0,0.5824997678054471
2025-03-04,525.4347630646995,988.2221364606737,525.4347630646995,0.0,462.7873733959742,1.0,0.5316970179868149
2025-03-05,408.23795660711545,1094.232496208553,408.23795660711545,0.0,685.9945396014375,1.0,0.37308155078708993
2025-03-06,449.3213779648063,1000.7590489171308,449.3213779648063,0.0,551.4376709523245,1.0,0.4489805797419404
2025-03-07,547.5854912740099,981.4362123977488,547.5854912740099,0.0,433.85072112373894,1.0,0.5579430271236911
2025-03-08,523.2170584620122,1002.4794153280019,523.2170584620122,0.0,479.26235686598966,1.0,0.5219229945891911
2025-03-09,575.6912563413464,959.7867256667554,575.6912563413464,0.0,384.095469325409,1.0,0.5998116466357865
2025-03-10,584.0882363344999,1034.055092566793,584.0882363344999,0.0,449.96685623229314,1.0,0.5648521442746743
2025-03-11,603.6956776599136,1058.7023528646207,603.6956776599136,0.0,455.0066752047071,1.0,0.5702222877151855
2025-03-12,614.0101540665372,977.0000506722248,614.0101540665372,0.0,362.9898966056876,1.0,0.6284648129179395
2025-03-13,581.8565681959846,1046.7365005337156,581.8565681959846,0.0,464.879932337731,1.0,0.555876830414631
2025-03-14,667.0051884236643,971.6310356928468,667.0051884236643,0.0,304.6258472691825,1.0,0.6864799125606758
2025-03-15,605.4606178714787,981.1185360931522,605.4606178714787,0.0,375.6579182216735,1.0,0.6171126072925334
2025-03-16,713.6725411518337,1001.8404953697927,713.6725411518337,0.0,288.16795421795905,1.0,0.7123614432139795
2025-03-17,654.8579981315173,961.4052345205342,654.8579981315173,0.0,306.5472363890169,1.0,0.6811466950854536
2025-03-18,724.2431921444106,926.3122787718863,724.2431921444106,0.0,202.0690866274757,1.0,0.7818564092712008
2025-03-19,643.4307110172938,988.4821838832869,643.4307110172938,0.0,345.0514728659931,1.0,0.6509279797937821
2025-03-20,680.3678588564974,999.0568397687483,680.3678588564974,0.0,318.68898091225094,1.0,0.681010160557013
2025-03-21,672.9885397138726,978.3482951813268,672.9885397138726,0.0,305.3597554674542,1.0,0.6878823656447841
2025-03-22,753.4650146573467,966.5381772898987,753.4650146573467,0.0,213.073162632552,1.0,0.779550184732492
2025-03-23,773.1003111843819,902.3834984788723,773.1003111843819,0.0,129.2831872944904,1.0,0.8567314367866653
2025-03-24,726.667109648616,870.9491193272995,726.667109648616,0.0,144.2820096786835,1.0,0.8343393357006624
2025-03-25,725.7001172342648,909.8841003251133,725.7001172342648,0.0,184.18398309084853,1.0,0.7975742371747817
2025-03-26,780.7150105871128,906.7369893370433,780.7150105871128,0.0,126.02197874993044,1.0,0.8610159503451261
2025-03-27,788.9934966539863,950.197297180809,788.9934966539863,0.0,161.20380052682265,1.0,0.8303470226603393
2025-03-28,783.9560388061494,888.9573120497435,783.9560388061494,0.0,105.00127324359403,1.0,0.8818826598079453
2025-03-29,826.8883745161329,931.3611219453622,826.8883745161329,0.0,104.47274742922934,1.0,0.8878278844074853
2025-03-30,797.6536427808018,934.0950915358512,797.6536427808018,0.0,136.44144875504946,1.0,0.8539319497646534
2025-03-31,875.7260146868707,869.6264021648011,869.6264021648011,6.099612522069606,0.0,0.9930347935087316,1.0
2025-04-01,848.6359572370577,895.7929147449131,848.6359572370577,0.0,47.156957507855395,1.0,0.9473573001844027
2025-04-02,791.2266526600274,892.3945986203979,791.2266526600274,0.0,101.1679459603705,1.0,0.886633170890129
2025-04-03,853.7153044375154,846.7017438443437,846.7017438443437,7.013560593171746,0.0,0.9917846610495138,1.0
2025-04-04,917.8859566288246,858.7934646931569,858.7934646931569,59.09249193566768,0.0,0.9356210959445329,1.0
2025-04-05,879.5222960797961,878.2582294267318,878.2582294267318,1.264066653064333,0.0,0.9985627804335393,1.0
2025-04-06,863.0419023379355,835.8745872950071,835.8745872950071,27.167315042928408,0.0,0.9685214414626525,1.0
2025-04-07,952.7274811164915,797.8908398861992,797.8908398861992,154.83664123029234,0.0,0.8374806602105768,1.0
2025-04-08,822.9318387714352,844.4206919983096,822.9318387714352,0.0,21.488853226874426,1.0,0.974551958010383
2025-04-09,985.4807307364257,818.2095966267982,818.2095966267982,167.2711341096275,0.0,0.8302644294377731,1.0
2025-04-10,913.6191764334058,799.2510964864006,799.2510964864006,114.36807994700519,0.0,0.8748186521286951,1.0
2025-04-11,997.5984165387703,790.6447640752743,790.6447640752743,206.95365246349593,0.0,0.7925481345674801,1.0
2025-04-12,1084.4558066919894,755.1620411599459,755.1620411599459,329.2937655320435,0.0,0.696351143587384,1.0
